customer_id,plan_tier,contract_type,payment_method,country,industry,monthly_active_users_pct,feature_adoption_count,support_tickets_90d,avg_csat_score,failed_payments_90d,last_login_days_ago,churn_probability,risk_level,mrr,expected_mrr_at_risk,risk_reasons,recommended_action
C00017,Basic,2-Year,Credit Card,USA,E-commerce,0.498,1,0,4.42,0,8,0.2020659366277964,Low,29,5.859912162206095,Low feature adoption,Product training / onboarding
C00019,Basic,2-Year,Manual Invoice,Australia,SaaS/Tech,0.446,5,2,4.16,0,2,0.14874344364654468,Low,29,4.313559865749796,No major warning signal,Standard customer success monitoring
C00020,Pro,Month-to-month,Credit Card,UK,Healthcare,0.537,6,3,4.06,0,5,0.34339016529652766,Medium,79,27.127823058425687,High support activity + Month-to-month contract,Priority support review + Renewal / contract intervention
C00022,Basic,1-Year,PayPal,Canada,Finance,0.641,4,0,4.33,0,2,0.10720680910961998,Low,29,3.1089974641789793,No major warning signal,Standard customer success monitoring
C00025,Basic,2-Year,PayPal,Australia,Manufacturing,0.446,5,1,3.37,0,26,0.2859397239062303,Low,29,8.29225199328068,No major warning signal,Standard customer success monitoring
C00028,Basic,Month-to-month,ACH/Bank Transfer,Germany,Education,0.622,4,2,3.88,0,5,0.3339543728573044,Medium,29,9.684676812861827,Month-to-month contract,Renewal / contract intervention
C00029,Pro,Month-to-month,Credit Card,UK,E-commerce,0.623,4,1,3.74,0,0,0.3284439382749252,Medium,79,25.94707112371909,Month-to-month contract,Renewal / contract intervention
C00030,Pro,1-Year,Credit Card,India,Education,0.475,6,2,3.3,1,6,0.5128124246547623,Medium,79,40.51218154772622,Billing friction,Resolve billing issue
C00031,Enterprise,Month-to-month,Credit Card,Germany,SaaS/Tech,0.487,2,1,2.21,1,8,0.8302414830519471,High,199,165.21805512733746,Low satisfaction + Billing friction + Month-to-month contract + Low feature adoption,Resolve billing issue + Customer success outreach + Product training / onboarding + Renewal / contract intervention
C00032,Basic,1-Year,Manual Invoice,Australia,Education,0.646,5,0,4.31,0,3,0.07484697259228183,Low,29,2.1705622051761733,No major warning signal,Standard customer success monitoring
C00033,Basic,1-Year,Manual Invoice,Germany,Nonprofit,0.508,2,2,3.67,0,16,0.3302315573909375,Medium,29,9.576715164337188,Low feature adoption,Product training / onboarding
C00034,Basic,Month-to-month,Credit Card,India,E-commerce,0.377,6,1,4.6,0,9,0.23228935176598342,Low,29,6.736391201213519,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00035,Pro,1-Year,ACH/Bank Transfer,Australia,Manufacturing,0.323,3,2,3.31,0,6,0.5066656065355172,Medium,79,40.026582916305856,Low engagement,Increase product engagement
C00036,Basic,2-Year,Credit Card,India,Finance,0.608,11,2,4.21,0,5,0.04818972010190868,Low,29,1.3975018829553518,No major warning signal,Standard customer success monitoring
C00039,Pro,Month-to-month,Credit Card,Germany,Manufacturing,0.124,3,0,4.47,0,18,0.39391853480261757,Medium,79,31.11956424940679,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00040,Enterprise,Month-to-month,Manual Invoice,India,Education,0.27,4,1,4.53,0,0,0.2623527484347014,Low,199,52.20819693850558,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00041,Pro,1-Year,PayPal,Australia,Healthcare,0.351,4,2,4.25,0,2,0.28328985549870395,Low,79,22.379898584397612,Low engagement,Increase product engagement
C00043,Basic,Month-to-month,Credit Card,Canada,SaaS/Tech,0.496,2,1,4.5,0,2,0.34741817182008855,Medium,29,10.075126982782567,Month-to-month contract + Low feature adoption,Product training / onboarding + Renewal / contract intervention
C00044,Basic,Month-to-month,Credit Card,Canada,E-commerce,0.206,5,2,4.25,0,4,0.45509040748388124,Medium,29,13.197621817032555,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00045,Basic,Month-to-month,Credit Card,USA,Marketing/Agency,0.611,0,0,4.73,0,11,0.3379979687010827,Medium,29,9.801941092331397,Month-to-month contract + Low feature adoption,Product training / onboarding + Renewal / contract intervention
C00047,Pro,1-Year,Credit Card,UK,E-commerce,0.625,1,0,2.85,1,28,0.7353865614334013,High,79,58.0955383532387,Low satisfaction + Billing friction + Low feature adoption,Resolve billing issue + Customer success outreach + Product training / onboarding
C00048,Basic,2-Year,ACH/Bank Transfer,USA,E-commerce,0.637,2,0,5.0,0,2,0.09377837603626625,Low,29,2.7195729050517214,Low feature adoption,Product training / onboarding
C00049,Basic,2-Year,Credit Card,India,Nonprofit,0.386,4,1,4.92,1,28,0.3930637909893887,Medium,29,11.398849938692273,Low engagement + Billing friction,Resolve billing issue + Increase product engagement
C00051,Basic,1-Year,Credit Card,USA,E-commerce,0.294,8,0,3.66,1,8,0.2973271109976007,Low,29,8.622486218930419,Low engagement + Billing friction,Resolve billing issue + Increase product engagement
C00052,Basic,Month-to-month,Credit Card,Australia,Finance,0.936,5,3,4.03,0,5,0.23984900547687568,Low,29,6.955621158829395,High support activity + Month-to-month contract,Priority support review + Renewal / contract intervention
C00053,Basic,Month-to-month,Credit Card,Australia,Marketing/Agency,0.233,4,1,3.96,0,4,0.49643237076184676,Medium,29,14.396538752093557,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00054,Enterprise,1-Year,Credit Card,USA,Nonprofit,0.527,6,1,1.75,0,8,0.39993383070566674,Medium,199,79.58683231042768,Low satisfaction,Customer success outreach
C00060,Basic,1-Year,Credit Card,India,Healthcare,0.652,4,4,3.57,1,1,0.5717530077116281,Medium,29,16.580837223637214,Billing friction + High support activity,Resolve billing issue + Priority support review
C00061,Enterprise,Month-to-month,ACH/Bank Transfer,Canada,Marketing/Agency,0.577,5,0,4.31,0,11,0.23452355473106262,Low,199,46.67018739148146,Month-to-month contract,Renewal / contract intervention
C00062,Pro,Month-to-month,PayPal,Germany,Manufacturing,0.32,3,1,4.28,0,6,0.3482796905833005,Medium,79,27.51409555608074,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00063,Pro,1-Year,ACH/Bank Transfer,USA,Nonprofit,0.78,3,2,3.5,0,10,0.2970194432138493,Low,79,23.464536013894097,No major warning signal,Standard customer success monitoring
C00064,Basic,Month-to-month,Credit Card,UK,Finance,0.432,8,1,4.11,1,19,0.45110304012381214,Medium,29,13.081988163590552,Billing friction + Month-to-month contract,Resolve billing issue + Renewal / contract intervention
C00065,Basic,Month-to-month,Credit Card,USA,Manufacturing,0.314,4,2,4.2,0,9,0.4091311876309911,Medium,29,11.864804441298741,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00066,Enterprise,2-Year,Credit Card,Germany,Nonprofit,0.574,3,1,4.01,0,15,0.2015235043595917,Low,199,40.10317736755875,No major warning signal,Standard customer success monitoring
C00067,Pro,2-Year,ACH/Bank Transfer,USA,Nonprofit,0.764,3,1,4.63,1,14,0.2830031071640198,Low,79,22.35724546595756,Billing friction,Resolve billing issue
C00069,Basic,1-Year,Credit Card,Germany,SaaS/Tech,0.496,5,1,4.03,0,17,0.1793143856659023,Low,29,5.200117184311167,No major warning signal,Standard customer success monitoring
C00070,Pro,Month-to-month,Credit Card,India,Marketing/Agency,0.654,3,1,3.49,0,15,0.4642305516329453,Medium,79,36.674213579002675,Month-to-month contract,Renewal / contract intervention
C00071,Basic,2-Year,Credit Card,USA,Nonprofit,0.47,6,0,2.97,0,2,0.16866384087410952,Low,29,4.891251385349176,Low satisfaction,Customer success outreach
C00072,Basic,1-Year,Credit Card,UK,Healthcare,0.642,3,0,2.76,0,9,0.30840417105443596,Medium,29,8.943720960578643,Low satisfaction,Customer success outreach
C00073,Pro,Month-to-month,Manual Invoice,Canada,Nonprofit,0.715,3,0,3.05,0,11,0.3236855150902791,Medium,79,25.57115569213205,Month-to-month contract,Renewal / contract intervention
C00075,Basic,2-Year,Manual Invoice,Canada,Manufacturing,0.352,5,2,1.94,2,15,0.855548672599557,High,29,24.810911505387153,Low engagement + Low satisfaction + Billing friction,Resolve billing issue + Customer success outreach + Increase product engagement
C00076,Pro,Month-to-month,PayPal,USA,E-commerce,0.33,6,1,5.0,0,12,0.20696412955552904,Low,79,16.350166234886792,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00077,Pro,1-Year,Credit Card,UK,Healthcare,0.444,5,4,5.0,1,2,0.4503942653575069,Medium,79,35.58114696324304,Billing friction + High support activity,Resolve billing issue + Priority support review
C00079,Basic,Month-to-month,Manual Invoice,Canada,Manufacturing,0.203,5,2,1.77,1,6,0.8618258883095533,High,29,24.992950760977045,Low engagement + Low satisfaction + Billing friction + Month-to-month contract,Resolve billing issue + Customer success outreach + Increase product engagement + Renewal / contract intervention
C00081,Pro,Month-to-month,Credit Card,USA,Finance,0.713,3,2,4.59,2,20,0.7712339429109363,High,79,60.92748148996397,Billing friction + Month-to-month contract,Resolve billing issue + Renewal / contract intervention
C00082,Basic,Month-to-month,Manual Invoice,Australia,E-commerce,0.622,3,2,4.65,0,12,0.2827984743022033,Low,29,8.201155754763896,Month-to-month contract,Renewal / contract intervention
C00083,Basic,Month-to-month,Credit Card,UK,Nonprofit,0.752,3,1,5.0,0,25,0.24800368603367295,Low,29,7.192106894976516,Month-to-month contract,Renewal / contract intervention
C00084,Enterprise,1-Year,Credit Card,Germany,Marketing/Agency,0.589,7,0,3.02,0,17,0.16559222691172207,Low,199,32.95285315543269,No major warning signal,Standard customer success monitoring
C00085,Basic,2-Year,Credit Card,USA,Education,0.96,5,0,3.56,0,7,0.07082669332340269,Low,29,2.053974106378678,No major warning signal,Standard customer success monitoring
C00086,Enterprise,Month-to-month,ACH/Bank Transfer,Germany,Manufacturing,0.205,3,2,3.8,0,13,0.5866770487080212,Medium,199,116.74873269289621,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00087,Basic,Month-to-month,Credit Card,UK,Marketing/Agency,0.694,3,2,3.6,0,4,0.4554559280338808,Medium,29,13.208221912982543,Month-to-month contract,Renewal / contract intervention
C00088,Pro,Month-to-month,ACH/Bank Transfer,USA,Marketing/Agency,0.614,4,3,3.9,1,21,0.7518810953532226,High,79,59.39860653290458,Billing friction + High support activity + Month-to-month contract,Resolve billing issue + Priority support review + Renewal / contract intervention
C00090,Basic,Month-to-month,Credit Card,USA,Manufacturing,0.674,5,0,4.16,0,5,0.14012968323879096,Low,29,4.063760813924938,Month-to-month contract,Renewal / contract intervention
C00092,Basic,Month-to-month,Credit Card,UK,Marketing/Agency,0.596,10,0,2.08,0,16,0.2918262043815364,Low,29,8.462959927064555,Low satisfaction + Month-to-month contract,Customer success outreach + Renewal / contract intervention
C00093,Basic,1-Year,Credit Card,USA,Education,0.715,7,2,4.5,0,2,0.07854162558607185,Low,29,2.2777071419960837,No major warning signal,Standard customer success monitoring
C00095,Basic,Month-to-month,PayPal,Germany,Finance,0.547,2,2,5.0,2,2,0.714313839045349,High,29,20.71510133231512,Billing friction + Month-to-month contract + Low feature adoption,Resolve billing issue + Product training / onboarding + Renewal / contract intervention
C00096,Basic,Month-to-month,Credit Card,USA,E-commerce,0.45,8,2,5.0,0,3,0.13674737786205496,Low,29,3.9656739579995937,Month-to-month contract,Renewal / contract intervention
C00098,Basic,1-Year,PayPal,Australia,E-commerce,0.034,1,2,4.13,0,0,0.5767193290890642,Medium,29,16.724860543582864,Low engagement + Low feature adoption,Increase product engagement + Product training / onboarding
C00099,Pro,2-Year,Credit Card,Germany,Marketing/Agency,0.226,4,2,3.84,1,16,0.633323437043069,High,79,50.03255152640246,Low engagement + Billing friction,Resolve billing issue + Increase product engagement
C00100,Basic,1-Year,PayPal,USA,Healthcare,0.163,7,2,3.37,0,10,0.3199154583107036,Medium,29,9.277548291010405,Low engagement,Increase product engagement
C00101,Enterprise,2-Year,ACH/Bank Transfer,UK,Healthcare,0.63,2,2,3.42,0,13,0.39333877672296735,Medium,199,78.2744165678705,Low feature adoption,Product training / onboarding
C00102,Basic,Month-to-month,Credit Card,India,Manufacturing,0.246,5,0,4.18,0,53,0.4681832040015113,Medium,29,13.577312916043828,Low engagement + Inactivity + Month-to-month contract,Increase product engagement + Launch re-engagement campaign + Renewal / contract intervention
C00103,Pro,1-Year,Credit Card,Canada,Marketing/Agency,0.607,5,4,2.8,0,3,0.5093627620542281,Medium,79,40.239658202284026,Low satisfaction + High support activity,Customer success outreach + Priority support review
C00104,Basic,2-Year,ACH/Bank Transfer,Germany,SaaS/Tech,0.566,7,0,3.26,0,3,0.09401216991209718,Low,29,2.7263529274508183,No major warning signal,Standard customer success monitoring
C00105,Basic,Month-to-month,PayPal,India,Manufacturing,0.423,5,1,4.57,0,9,0.22115504959854143,Low,29,6.413496438357702,Month-to-month contract,Renewal / contract intervention
C00106,Pro,Month-to-month,Credit Card,India,Education,0.319,2,2,3.72,1,26,0.8673741276508908,High,79,68.52255608442037,Low engagement + Billing friction + Month-to-month contract + Low feature adoption,Resolve billing issue + Increase product engagement + Product training / onboarding + Renewal / contract intervention
C00107,Pro,Month-to-month,Credit Card,Australia,Finance,0.596,3,2,5.0,2,14,0.7712233599975268,High,79,60.926645439804616,Billing friction + Month-to-month contract,Resolve billing issue + Renewal / contract intervention
C00108,Basic,Month-to-month,PayPal,UK,Education,0.143,2,1,3.96,0,6,0.601754277547146,High,29,17.450874048867234,Low engagement + Month-to-month contract + Low feature adoption,Increase product engagement + Product training / onboarding + Renewal / contract intervention
C00109,Pro,Month-to-month,Credit Card,Australia,Manufacturing,0.559,4,1,4.6,0,21,0.29867499041805273,Low,79,23.595324243026166,Month-to-month contract,Renewal / contract intervention
C00110,Pro,2-Year,PayPal,Canada,Healthcare,0.698,7,2,3.77,0,9,0.12112507134369101,Low,79,9.56888063615159,No major warning signal,Standard customer success monitoring
C00113,Basic,Month-to-month,Manual Invoice,India,Marketing/Agency,0.148,3,0,5.0,0,0,0.2555055751548605,Low,29,7.409661679490954,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00114,Basic,1-Year,ACH/Bank Transfer,Germany,Marketing/Agency,0.775,3,0,2.6,1,9,0.49509923322074945,Medium,29,14.357877763401733,Low satisfaction + Billing friction,Resolve billing issue + Customer success outreach
C00117,Pro,Month-to-month,Credit Card,Germany,Manufacturing,0.374,5,1,3.22,0,17,0.4402978509149417,Medium,79,34.7835302222804,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00118,Basic,Month-to-month,Credit Card,Germany,Marketing/Agency,0.285,4,0,3.34,0,0,0.41021604646728066,Medium,29,11.89626534755114,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00120,Enterprise,Month-to-month,Credit Card,USA,E-commerce,0.381,4,2,4.27,1,18,0.6866120229825048,High,199,136.63579257351844,Low engagement + Billing friction + Month-to-month contract,Resolve billing issue + Increase product engagement + Renewal / contract intervention
C00122,Basic,Month-to-month,Credit Card,Canada,Nonprofit,0.678,7,2,5.0,0,8,0.13002021814069323,Low,29,3.7705863260801036,Month-to-month contract,Renewal / contract intervention
C00123,Basic,Month-to-month,Credit Card,India,Finance,0.331,4,2,4.45,0,6,0.40063797186251127,Medium,29,11.618501184012826,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00124,Basic,Month-to-month,Credit Card,India,Nonprofit,0.678,6,2,4.87,0,0,0.1395604640715389,Low,29,4.047253458074628,Month-to-month contract,Renewal / contract intervention
C00125,Enterprise,Month-to-month,Credit Card,USA,SaaS/Tech,0.562,3,1,4.35,0,19,0.33796427657767625,Medium,199,67.25489103895757,Month-to-month contract,Renewal / contract intervention
C00126,Enterprise,2-Year,PayPal,UK,Manufacturing,0.593,7,2,3.36,0,1,0.14382270816560203,Low,199,28.620718924954804,No major warning signal,Standard customer success monitoring
C00128,Basic,Month-to-month,Credit Card,USA,SaaS/Tech,0.592,4,4,4.22,0,1,0.4103741674732166,Medium,29,11.900850856723281,High support activity + Month-to-month contract,Priority support review + Renewal / contract intervention
C00129,Enterprise,1-Year,ACH/Bank Transfer,USA,Healthcare,0.392,3,1,4.66,0,61,0.41943917401920455,Medium,199,83.4683956298217,Low engagement + Inactivity,Increase product engagement + Launch re-engagement campaign
C00131,Basic,Month-to-month,PayPal,USA,Finance,0.561,2,1,4.21,0,27,0.43349239125562467,Medium,29,12.571279346413116,Month-to-month contract + Low feature adoption,Product training / onboarding + Renewal / contract intervention
C00132,Pro,2-Year,Credit Card,UK,Manufacturing,0.71,2,1,3.84,0,7,0.2137114380551343,Low,79,16.883203606355607,Low feature adoption,Product training / onboarding
C00133,Basic,Month-to-month,ACH/Bank Transfer,UK,Education,0.788,4,3,3.22,0,1,0.463013765394537,Medium,29,13.427399196441572,High support activity + Month-to-month contract,Priority support review + Renewal / contract intervention
C00134,Pro,1-Year,PayPal,India,Education,0.375,2,0,5.0,1,2,0.3411781888032563,Medium,79,26.953076915457245,Low engagement + Billing friction + Low feature adoption,Resolve billing issue + Increase product engagement + Product training / onboarding
C00135,Basic,Month-to-month,Credit Card,USA,Healthcare,0.541,6,1,2.58,1,0,0.5821238982891096,Medium,29,16.88159305038418,Low satisfaction + Billing friction + Month-to-month contract,Resolve billing issue + Customer success outreach + Renewal / contract intervention
C00136,Pro,2-Year,Credit Card,Canada,E-commerce,0.29,5,1,4.43,0,12,0.21883801594597213,Low,79,17.288203259731798,Low engagement,Increase product engagement
C00137,Basic,1-Year,Credit Card,USA,Finance,0.689,3,0,3.51,0,3,0.17666940573970777,Low,29,5.123412766451525,No major warning signal,Standard customer success monitoring
C00138,Basic,1-Year,PayPal,India,Marketing/Agency,1.0,2,0,5.0,0,8,0.06713241560527092,Low,29,1.9468400525528566,Low feature adoption,Product training / onboarding
C00139,Pro,Month-to-month,Credit Card,USA,Manufacturing,0.442,5,2,4.74,2,2,0.680024263009521,High,79,53.72191677775216,Billing friction + Month-to-month contract,Resolve billing issue + Renewal / contract intervention
C00140,Enterprise,1-Year,Credit Card,UK,Manufacturing,0.491,3,1,2.0,0,3,0.5055843518162007,Medium,199,100.61128601142393,Low satisfaction,Customer success outreach
C00141,Basic,1-Year,Credit Card,USA,Manufacturing,0.442,4,2,3.83,0,8,0.27697569340561684,Low,29,8.032295108762888,No major warning signal,Standard customer success monitoring
C00142,Basic,Month-to-month,PayPal,Germany,Education,0.593,4,4,5.0,1,1,0.49665863078474914,Medium,29,14.403100292757726,Billing friction + High support activity + Month-to-month contract,Resolve billing issue + Priority support review + Renewal / contract intervention
C00143,Basic,Month-to-month,Credit Card,USA,SaaS/Tech,0.525,3,4,2.62,0,8,0.7389780937023757,High,29,21.430364717368896,Low satisfaction + High support activity + Month-to-month contract,Customer success outreach + Priority support review + Renewal / contract intervention
C00144,Enterprise,1-Year,Manual Invoice,India,Finance,0.705,4,1,4.53,0,37,0.14711516021189042,Low,199,29.275916882166193,Inactivity,Launch re-engagement campaign
C00146,Pro,Month-to-month,Credit Card,USA,Healthcare,1.0,3,2,3.78,0,8,0.25432495939018335,Low,79,20.091671791824485,Month-to-month contract,Renewal / contract intervention
C00147,Basic,1-Year,Manual Invoice,USA,Nonprofit,0.565,5,3,3.64,1,8,0.4432531342325718,Medium,29,12.854340892744581,Billing friction + High support activity,Resolve billing issue + Priority support review
C00148,Pro,1-Year,Credit Card,USA,Marketing/Agency,0.273,3,0,3.6,0,8,0.355641634710175,Medium,79,28.095689142103826,Low engagement,Increase product engagement
C00151,Pro,1-Year,Credit Card,UK,Education,0.925,2,3,2.46,0,5,0.48215417100532443,Medium,79,38.09017950942063,Low satisfaction + High support activity + Low feature adoption,Customer success outreach + Product training / onboarding + Priority support review
C00152,Basic,2-Year,Credit Card,USA,Healthcare,0.535,3,3,4.94,1,76,0.6907198710574386,High,29,20.030876260665718,Billing friction + High support activity + Inactivity,Resolve billing issue + Launch re-engagement campaign + Priority support review
C00153,Basic,Month-to-month,ACH/Bank Transfer,UK,Nonprofit,0.723,2,1,4.45,0,24,0.381107564610597,Medium,29,11.052119373707313,Month-to-month contract + Low feature adoption,Product training / onboarding + Renewal / contract intervention
C00154,Enterprise,Month-to-month,Credit Card,Canada,SaaS/Tech,0.866,8,1,5.0,0,0,0.05280350918051347,Low,199,10.50789832692218,Month-to-month contract,Renewal / contract intervention
C00155,Pro,2-Year,Credit Card,UK,Marketing/Agency,0.829,6,6,4.64,0,12,0.24996730849373452,Low,79,19.747417371005028,High support activity,Priority support review
C00156,Enterprise,Month-to-month,PayPal,USA,Education,0.531,5,2,3.46,0,7,0.3874669633159889,Medium,199,77.1059256998818,Month-to-month contract,Renewal / contract intervention
C00157,Pro,1-Year,ACH/Bank Transfer,Germany,Education,0.399,4,1,3.26,0,1,0.30654597059759087,Medium,79,24.21713167720968,Low engagement,Increase product engagement
C00159,Pro,2-Year,Manual Invoice,India,E-commerce,0.317,3,2,3.14,0,9,0.42314128219476005,Medium,79,33.42816129338605,Low engagement,Increase product engagement
C00160,Basic,Month-to-month,Credit Card,Germany,Healthcare,0.462,1,1,5.0,1,21,0.5971145703025034,Medium,29,17.316322538772596,Billing friction + Month-to-month contract + Low feature adoption,Resolve billing issue + Product training / onboarding + Renewal / contract intervention
C00162,Pro,1-Year,PayPal,Germany,Education,0.76,5,0,5.0,2,46,0.40813959638237673,Medium,79,32.24302811420776,Billing friction + Inactivity,Resolve billing issue + Launch re-engagement campaign
C00163,Pro,1-Year,PayPal,Germany,Nonprofit,0.705,5,0,3.02,0,4,0.1456386333102391,Low,79,11.50545203150889,No major warning signal,Standard customer success monitoring
C00164,Basic,1-Year,Credit Card,Australia,Marketing/Agency,0.955,5,1,3.79,0,1,0.10887858412182765,Low,29,3.157478939533002,No major warning signal,Standard customer success monitoring
C00166,Basic,2-Year,Manual Invoice,USA,Marketing/Agency,0.194,5,1,4.87,1,14,0.3081421415282004,Medium,29,8.936122104317812,Low engagement + Billing friction,Resolve billing issue + Increase product engagement
C00167,Pro,1-Year,PayPal,USA,Healthcare,0.652,3,0,4.35,0,4,0.09911521706114904,Low,79,7.8301021478307735,No major warning signal,Standard customer success monitoring
C00168,Basic,Month-to-month,Manual Invoice,India,Finance,0.436,5,0,3.77,0,0,0.20175615628544138,Low,29,5.8509285322778,Month-to-month contract,Renewal / contract intervention
C00169,Basic,1-Year,Credit Card,India,Nonprofit,0.611,2,1,3.52,0,9,0.3214968306190126,Medium,29,9.323408087951364,Low feature adoption,Product training / onboarding
C00170,Basic,Month-to-month,Credit Card,USA,Finance,0.699,1,0,5.0,0,8,0.2027306993639769,Low,29,5.87919028155533,Month-to-month contract + Low feature adoption,Product training / onboarding + Renewal / contract intervention
C00171,Pro,2-Year,ACH/Bank Transfer,USA,SaaS/Tech,0.659,5,1,4.66,0,39,0.14874902455321154,Low,79,11.75117293970371,Inactivity,Launch re-engagement campaign
C00172,Basic,Month-to-month,Credit Card,USA,SaaS/Tech,0.851,3,0,3.69,0,0,0.18649995710772582,Low,29,5.4084987561240485,Month-to-month contract,Renewal / contract intervention
C00173,Pro,1-Year,ACH/Bank Transfer,India,Education,0.662,5,0,4.11,0,6,0.08903132290351144,Low,79,7.033474509377404,No major warning signal,Standard customer success monitoring
C00174,Enterprise,Month-to-month,PayPal,UK,Marketing/Agency,0.801,3,2,4.38,0,0,0.2715912968459491,Low,199,54.04666807234388,Month-to-month contract,Renewal / contract intervention
C00175,Basic,2-Year,ACH/Bank Transfer,USA,Manufacturing,0.567,4,2,5.0,2,15,0.513535227444387,Medium,29,14.89252159588722,Billing friction,Resolve billing issue
C00177,Pro,1-Year,ACH/Bank Transfer,Canada,Manufacturing,0.253,3,2,2.41,0,23,0.7222303740311897,High,79,57.05619954846399,Low engagement + Low satisfaction,Customer success outreach + Increase product engagement
C00179,Pro,1-Year,PayPal,USA,Healthcare,0.271,3,0,5.0,0,9,0.16458538083018542,Low,79,13.002245085584649,Low engagement,Increase product engagement
C00180,Basic,Month-to-month,PayPal,Australia,Nonprofit,0.62,7,3,5.0,0,1,0.16444359235532455,Low,29,4.768864178304412,High support activity + Month-to-month contract,Priority support review + Renewal / contract intervention
C00181,Basic,Month-to-month,PayPal,USA,Education,1.0,4,0,5.0,0,4,0.06383953108142679,Low,29,1.8513464013613767,Month-to-month contract,Renewal / contract intervention
C00182,Enterprise,2-Year,Credit Card,India,SaaS/Tech,0.713,4,0,3.43,1,3,0.2824715804646783,Low,199,56.21184451247098,Billing friction,Resolve billing issue
C00183,Enterprise,2-Year,Credit Card,Australia,Nonprofit,0.638,2,0,4.66,0,16,0.15937635707814182,Low,199,31.715895058550224,Low feature adoption,Product training / onboarding
C00184,Pro,1-Year,Credit Card,India,Education,0.657,4,1,3.56,0,9,0.2271110115796705,Low,79,17.94176991479397,No major warning signal,Standard customer success monitoring
C00185,Basic,Month-to-month,Credit Card,Canada,Healthcare,0.344,5,0,3.72,0,30,0.42337008165450907,Medium,29,12.277732367980763,Low engagement + Month-to-month contract,Increase product engagement + Renewal / contract intervention
C00186,Enterprise,Month-to-month,Credit Card,UK,SaaS/Tech,1.0,4,1,3.99,0,40,0.2808058873573779,Low,199,55.8803715841182,Inactivity + Month-to-month contract,Launch re-engagement campaign + Renewal / contract intervention
C00187,Basic,Month-to-month,Credit Card,USA,E-commerce,0.446,5,1,3.29,0,5,0.3922172090938686,Medium,29,11.374299063722189,Month-to-month contract,Renewal / contract intervention
