customer_id,month,tenure_month,is_active,mrr
C00014,2026-03-01,5,1,79
C00014,2026-04-01,6,1,79
C00014,2026-05-01,7,1,79
C00014,2026-06-01,8,1,79
C00014,2026-07-01,9,1,79
C00014,2026-08-01,10,1,79
C00015,2023-08-01,1,1,199
C00015,2023-09-01,2,1,199
C00015,2023-10-01,3,1,199
C00015,2023-11-01,4,1,199
C00015,2023-12-01,5,1,199
C00015,2024-01-01,6,1,199
C00015,2024-02-01,7,1,199
C00015,2024-03-01,8,1,199
C00015,2024-04-01,9,1,199
C00015,2024-05-01,10,1,199
C00015,2024-06-01,11,1,199
C00015,2024-07-01,12,1,199
C00015,2024-08-01,13,1,199
C00015,2024-09-01,14,1,199
C00015,2024-10-01,15,1,199
C00015,2024-11-01,16,1,199
C00015,2024-12-01,17,1,199
C00015,2025-01-01,18,1,199
C00015,2025-02-01,19,1,199
C00015,2025-03-01,20,1,199
C00015,2025-04-01,21,1,199
C00015,2025-05-01,22,1,199
C00015,2025-06-01,23,1,199
C00015,2025-07-01,24,1,199
C00015,2025-08-01,25,1,199
C00015,2025-09-01,26,1,199
C00015,2025-10-01,27,1,199
C00015,2025-11-01,28,1,199
C00015,2025-12-01,29,1,199
C00015,2026-01-01,30,1,199
C00015,2026-02-01,31,1,199
C00015,2026-03-01,32,1,199
C00015,2026-04-01,33,1,199
C00015,2026-05-01,34,1,199
C00015,2026-06-01,35,1,199
C00015,2026-07-01,36,1,199
C00015,2026-08-01,37,1,199
C00016,2024-05-01,1,1,79
C00016,2024-06-01,2,1,79
C00016,2024-07-01,3,1,79
C00016,2024-08-01,4,1,79
C00016,2024-09-01,5,1,79
C00016,2024-10-01,6,1,79
C00016,2024-11-01,7,1,79
C00016,2024-12-01,8,1,79
C00016,2025-01-01,9,1,79
C00016,2025-02-01,10,1,79
C00016,2025-03-01,11,1,79
C00016,2025-04-01,12,1,79
C00016,2025-05-01,13,1,79
C00016,2025-06-01,14,1,79
C00016,2025-07-01,15,1,79
C00016,2025-08-01,16,1,79
C00016,2025-09-01,17,1,79
C00016,2025-10-01,18,1,79
C00016,2025-11-01,19,1,79
C00016,2025-12-01,20,1,79
C00016,2026-01-01,21,1,79
C00016,2026-02-01,22,1,79
C00016,2026-03-01,23,1,79
C00016,2026-04-01,24,1,79
C00016,2026-05-01,25,1,79
C00016,2026-06-01,26,1,79
C00016,2026-07-01,27,1,79
C00016,2026-08-01,28,1,79
C00017,2025-02-01,1,1,29
C00017,2025-03-01,2,1,29
C00017,2025-04-01,3,1,29
C00017,2025-05-01,4,1,29
C00017,2025-06-01,5,1,29
C00017,2025-07-01,6,1,29
C00017,2025-08-01,7,1,29
C00017,2025-09-01,8,1,29
C00017,2025-10-01,9,1,29
C00017,2025-11-01,10,1,29
C00017,2025-12-01,11,1,29
C00017,2026-01-01,12,1,29
C00017,2026-02-01,13,1,29
C00017,2026-03-01,14,1,29
C00017,2026-04-01,15,1,29
C00017,2026-05-01,16,1,29
C00017,2026-06-01,17,1,29
C00017,2026-07-01,18,1,29
C00017,2026-08-01,19,1,29
C00018,2025-06-01,1,1,29
C00018,2025-07-01,2,1,29
C00018,2025-08-01,3,1,29
C00018,2025-09-01,4,1,29
C00018,2025-10-01,5,1,29
C00018,2025-11-01,6,1,29
C00018,2025-12-01,7,1,29
C00019,2025-06-01,1,1,29
C00019,2025-07-01,2,1,29
C00019,2025-08-01,3,1,29
C00019,2025-09-01,4,1,29
C00019,2025-10-01,5,1,29
C00019,2025-11-01,6,1,29
C00019,2025-12-01,7,1,29
C00019,2026-01-01,8,1,29
C00019,2026-02-01,9,1,29
C00019,2026-03-01,10,1,29
C00019,2026-04-01,11,1,29
C00019,2026-05-01,12,1,29
C00019,2026-06-01,13,1,29
C00019,2026-07-01,14,1,29
C00019,2026-08-01,15,1,29
C00020,2023-12-01,1,1,79
C00020,2024-01-01,2,1,79
C00020,2024-02-01,3,1,79
C00020,2024-03-01,4,1,79
C00020,2024-04-01,5,1,79
C00020,2024-05-01,6,1,79
C00020,2024-06-01,7,1,79
C00020,2024-07-01,8,1,79
C00020,2024-08-01,9,1,79
C00020,2024-09-01,10,1,79
C00020,2024-10-01,11,1,79
C00020,2024-11-01,12,1,79
C00020,2024-12-01,13,1,79
C00020,2025-01-01,14,1,79
C00020,2025-02-01,15,1,79
C00020,2025-03-01,16,1,79
C00020,2025-04-01,17,1,79
C00020,2025-05-01,18,1,79
C00020,2025-06-01,19,1,79
C00020,2025-07-01,20,1,79
C00020,2025-08-01,21,1,79
C00020,2025-09-01,22,1,79
C00020,2025-10-01,23,1,79
C00020,2025-11-01,24,1,79
C00020,2025-12-01,25,1,79
C00020,2026-01-01,26,1,79
C00020,2026-02-01,27,1,79
C00020,2026-03-01,28,1,79
C00020,2026-04-01,29,1,79
C00020,2026-05-01,30,1,79
C00020,2026-06-01,31,1,79
C00020,2026-07-01,32,1,79
C00020,2026-08-01,33,1,79
C00021,2025-02-01,1,1,79
C00021,2025-03-01,2,1,79
C00021,2025-04-01,3,1,79
C00021,2025-05-01,4,1,79
C00021,2025-06-01,5,1,79
C00021,2025-07-01,6,1,79
C00021,2025-08-01,7,1,79
C00021,2025-09-01,8,1,79
C00021,2025-10-01,9,1,79
C00021,2025-11-01,10,1,79
C00022,2023-05-01,1,1,29
C00022,2023-06-01,2,1,29
C00022,2023-07-01,3,1,29
C00022,2023-08-01,4,1,29
C00022,2023-09-01,5,1,29
C00022,2023-10-01,6,1,29
C00022,2023-11-01,7,1,29
C00022,2023-12-01,8,1,29
C00022,2024-01-01,9,1,29
C00022,2024-02-01,10,1,29
C00022,2024-03-01,11,1,29
C00022,2024-04-01,12,1,29
C00022,2024-05-01,13,1,29
C00022,2024-06-01,14,1,29
C00022,2024-07-01,15,1,29
C00022,2024-08-01,16,1,29
C00022,2024-09-01,17,1,29
C00022,2024-10-01,18,1,29
C00022,2024-11-01,19,1,29
C00022,2024-12-01,20,1,29
C00022,2025-01-01,21,1,29
C00022,2025-02-01,22,1,29
C00022,2025-03-01,23,1,29
C00022,2025-04-01,24,1,29
C00022,2025-05-01,25,1,29
C00022,2025-06-01,26,1,29
C00022,2025-07-01,27,1,29
C00022,2025-08-01,28,1,29
C00022,2025-09-01,29,1,29
C00022,2025-10-01,30,1,29
C00022,2025-11-01,31,1,29
C00022,2025-12-01,32,1,29
C00022,2026-01-01,33,1,29
C00022,2026-02-01,34,1,29
C00022,2026-03-01,35,1,29
C00022,2026-04-01,36,1,29
C00022,2026-05-01,37,1,29
C00022,2026-06-01,38,1,29
C00022,2026-07-01,39,1,29
C00022,2026-08-01,40,1,29
C00023,2025-08-01,1,1,79
C00023,2025-09-01,2,1,79
C00023,2025-10-01,3,1,79
C00023,2025-11-01,4,1,79
C00023,2025-12-01,5,1,79
C00023,2026-01-01,6,1,79
C00023,2026-02-01,7,1,79
C00024,2024-12-01,1,1,79
C00024,2025-01-01,2,1,79
C00024,2025-02-01,3,1,79
C00024,2025-03-01,4,1,79
C00024,2025-04-01,5,1,79
C00024,2025-05-01,6,1,79
C00024,2025-06-01,7,1,79
C00024,2025-07-01,8,1,79
C00025,2025-08-01,1,1,29
C00025,2025-09-01,2,1,29
C00025,2025-10-01,3,1,29
C00025,2025-11-01,4,1,29
C00025,2025-12-01,5,1,29
C00025,2026-01-01,6,1,29
C00025,2026-02-01,7,1,29
C00025,2026-03-01,8,1,29
C00025,2026-04-01,9,1,29
C00025,2026-05-01,10,1,29
C00025,2026-06-01,11,1,29
C00025,2026-07-01,12,1,29
C00025,2026-08-01,13,1,29
C00026,2023-07-01,1,1,29
C00026,2023-08-01,2,1,29
C00026,2023-09-01,3,1,29
C00026,2023-10-01,4,1,29
C00026,2023-11-01,5,1,29
C00026,2023-12-01,6,1,29
C00026,2024-01-01,7,1,29
C00026,2024-02-01,8,1,29
C00026,2024-03-01,9,1,29
C00027,2024-12-01,1,1,79
C00027,2025-01-01,2,1,79
C00027,2025-02-01,3,1,79
C00028,2025-07-01,1,1,29
C00028,2025-08-01,2,1,29
C00028,2025-09-01,3,1,29
C00028,2025-10-01,4,1,29
C00028,2025-11-01,5,1,29
C00028,2025-12-01,6,1,29
C00028,2026-01-01,7,1,29
C00028,2026-02-01,8,1,29
C00028,2026-03-01,9,1,29
C00028,2026-04-01,10,1,29
C00028,2026-05-01,11,1,29
C00028,2026-06-01,12,1,29
C00028,2026-07-01,13,1,29
C00028,2026-08-01,14,1,29
C00029,2026-06-01,1,1,79
C00029,2026-07-01,2,1,79
C00029,2026-08-01,3,1,79
C00030,2024-09-01,1,1,79
C00030,2024-10-01,2,1,79
C00030,2024-11-01,3,1,79
C00030,2024-12-01,4,1,79
C00030,2025-01-01,5,1,79
C00030,2025-02-01,6,1,79
C00030,2025-03-01,7,1,79
C00030,2025-04-01,8,1,79
C00030,2025-05-01,9,1,79
C00030,2025-06-01,10,1,79
C00030,2025-07-01,11,1,79
C00030,2025-08-01,12,1,79
C00030,2025-09-01,13,1,79
C00030,2025-10-01,14,1,79
C00030,2025-11-01,15,1,79
C00030,2025-12-01,16,1,79
C00030,2026-01-01,17,1,79
C00030,2026-02-01,18,1,79
C00030,2026-03-01,19,1,79
C00030,2026-04-01,20,1,79
C00030,2026-05-01,21,1,79
C00030,2026-06-01,22,1,79
C00030,2026-07-01,23,1,79
C00030,2026-08-01,24,1,79
C00031,2023-02-01,1,1,199
C00031,2023-03-01,2,1,199
C00031,2023-04-01,3,1,199
C00031,2023-05-01,4,1,199
C00031,2023-06-01,5,1,199
C00031,2023-07-01,6,1,199
C00031,2023-08-01,7,1,199
C00031,2023-09-01,8,1,199
C00031,2023-10-01,9,1,199
C00031,2023-11-01,10,1,199
C00031,2023-12-01,11,1,199
C00031,2024-01-01,12,1,199
C00031,2024-02-01,13,1,199
C00031,2024-03-01,14,1,199
C00031,2024-04-01,15,1,199
C00031,2024-05-01,16,1,199
C00031,2024-06-01,17,1,199
C00031,2024-07-01,18,1,199
C00031,2024-08-01,19,1,199
C00031,2024-09-01,20,1,199
C00031,2024-10-01,21,1,199
C00031,2024-11-01,22,1,199
C00031,2024-12-01,23,1,199
C00031,2025-01-01,24,1,199
C00031,2025-02-01,25,1,199
C00031,2025-03-01,26,1,199
C00031,2025-04-01,27,1,199
C00031,2025-05-01,28,1,199
C00031,2025-06-01,29,1,199
C00031,2025-07-01,30,1,199
C00031,2025-08-01,31,1,199
C00031,2025-09-01,32,1,199
C00031,2025-10-01,33,1,199
C00031,2025-11-01,34,1,199
C00031,2025-12-01,35,1,199
C00031,2026-01-01,36,1,199
C00031,2026-02-01,37,1,199
C00031,2026-03-01,38,1,199
C00031,2026-04-01,39,1,199
C00031,2026-05-01,40,1,199
C00031,2026-06-01,41,1,199
C00031,2026-07-01,42,1,199
C00031,2026-08-01,43,1,199
C00032,2026-01-01,1,1,29
C00032,2026-02-01,2,1,29
C00032,2026-03-01,3,1,29
C00032,2026-04-01,4,1,29
C00032,2026-05-01,5,1,29
C00032,2026-06-01,6,1,29
C00032,2026-07-01,7,1,29
C00032,2026-08-01,8,1,29
C00033,2026-04-01,1,1,29
C00033,2026-05-01,2,1,29
C00033,2026-06-01,3,1,29
C00033,2026-07-01,4,1,29
C00033,2026-08-01,5,1,29
C00034,2023-08-01,1,1,29
C00034,2023-09-01,2,1,29
C00034,2023-10-01,3,1,29
C00034,2023-11-01,4,1,29
C00034,2023-12-01,5,1,29
C00034,2024-01-01,6,1,29
C00034,2024-02-01,7,1,29
C00034,2024-03-01,8,1,29
C00034,2024-04-01,9,1,29
C00034,2024-05-01,10,1,29
C00034,2024-06-01,11,1,29
C00034,2024-07-01,12,1,29
C00034,2024-08-01,13,1,29
C00034,2024-09-01,14,1,29
C00034,2024-10-01,15,1,29
C00034,2024-11-01,16,1,29
C00034,2024-12-01,17,1,29
C00034,2025-01-01,18,1,29
C00034,2025-02-01,19,1,29
C00034,2025-03-01,20,1,29
C00034,2025-04-01,21,1,29
C00034,2025-05-01,22,1,29
C00034,2025-06-01,23,1,29
C00034,2025-07-01,24,1,29
C00034,2025-08-01,25,1,29
C00034,2025-09-01,26,1,29
C00034,2025-10-01,27,1,29
C00034,2025-11-01,28,1,29
C00034,2025-12-01,29,1,29
C00034,2026-01-01,30,1,29
C00034,2026-02-01,31,1,29
C00034,2026-03-01,32,1,29
C00034,2026-04-01,33,1,29
C00034,2026-05-01,34,1,29
C00034,2026-06-01,35,1,29
C00034,2026-07-01,36,1,29
C00034,2026-08-01,37,1,29
C00035,2025-06-01,1,1,79
C00035,2025-07-01,2,1,79
C00035,2025-08-01,3,1,79
C00035,2025-09-01,4,1,79
C00035,2025-10-01,5,1,79
C00035,2025-11-01,6,1,79
C00035,2025-12-01,7,1,79
C00035,2026-01-01,8,1,79
C00035,2026-02-01,9,1,79
C00035,2026-03-01,10,1,79
C00035,2026-04-01,11,1,79
C00035,2026-05-01,12,1,79
C00035,2026-06-01,13,1,79
C00035,2026-07-01,14,1,79
C00035,2026-08-01,15,1,79
C00036,2024-03-01,1,1,29
C00036,2024-04-01,2,1,29
C00036,2024-05-01,3,1,29
C00036,2024-06-01,4,1,29
C00036,2024-07-01,5,1,29
C00036,2024-08-01,6,1,29
C00036,2024-09-01,7,1,29
C00036,2024-10-01,8,1,29
C00036,2024-11-01,9,1,29
C00036,2024-12-01,10,1,29
C00036,2025-01-01,11,1,29
C00036,2025-02-01,12,1,29
C00036,2025-03-01,13,1,29
C00036,2025-04-01,14,1,29
C00036,2025-05-01,15,1,29
C00036,2025-06-01,16,1,29
C00036,2025-07-01,17,1,29
C00036,2025-08-01,18,1,29
C00036,2025-09-01,19,1,29
C00036,2025-10-01,20,1,29
C00036,2025-11-01,21,1,29
C00036,2025-12-01,22,1,29
C00036,2026-01-01,23,1,29
C00036,2026-02-01,24,1,29
C00036,2026-03-01,25,1,29
C00036,2026-04-01,26,1,29
C00036,2026-05-01,27,1,29
C00036,2026-06-01,28,1,29
C00036,2026-07-01,29,1,29
C00036,2026-08-01,30,1,29
C00037,2025-12-01,1,1,199
C00038,2023-03-01,1,1,79
C00038,2023-04-01,2,1,79
C00038,2023-05-01,3,1,79
C00038,2023-06-01,4,1,79
C00038,2023-07-01,5,1,79
C00038,2023-08-01,6,1,79
C00038,2023-09-01,7,1,79
C00038,2023-10-01,8,1,79
C00038,2023-11-01,9,1,79
C00038,2023-12-01,10,1,79
C00038,2024-01-01,11,1,79
C00038,2024-02-01,12,1,79
C00038,2024-03-01,13,1,79
C00038,2024-04-01,14,1,79
C00038,2024-05-01,15,1,79
C00038,2024-06-01,16,1,79
C00038,2024-07-01,17,1,79
C00038,2024-08-01,18,1,79
C00039,2024-06-01,1,1,79
C00039,2024-07-01,2,1,79
C00039,2024-08-01,3,1,79
C00039,2024-09-01,4,1,79
C00039,2024-10-01,5,1,79
C00039,2024-11-01,6,1,79
C00039,2024-12-01,7,1,79
C00039,2025-01-01,8,1,79
C00039,2025-02-01,9,1,79
C00039,2025-03-01,10,1,79
C00039,2025-04-01,11,1,79
C00039,2025-05-01,12,1,79
C00039,2025-06-01,13,1,79
C00039,2025-07-01,14,1,79
C00039,2025-08-01,15,1,79
C00039,2025-09-01,16,1,79
C00039,2025-10-01,17,1,79
C00039,2025-11-01,18,1,79
C00039,2025-12-01,19,1,79
C00039,2026-01-01,20,1,79
C00039,2026-02-01,21,1,79
C00039,2026-03-01,22,1,79
C00039,2026-04-01,23,1,79
C00039,2026-05-01,24,1,79
C00039,2026-06-01,25,1,79
C00039,2026-07-01,26,1,79
C00039,2026-08-01,27,1,79
C00040,2025-07-01,1,1,199
C00040,2025-08-01,2,1,199
C00040,2025-09-01,3,1,199
C00040,2025-10-01,4,1,199
C00040,2025-11-01,5,1,199
C00040,2025-12-01,6,1,199
C00040,2026-01-01,7,1,199
C00040,2026-02-01,8,1,199
C00040,2026-03-01,9,1,199
C00040,2026-04-01,10,1,199
C00040,2026-05-01,11,1,199
C00040,2026-06-01,12,1,199
C00040,2026-07-01,13,1,199
C00040,2026-08-01,14,1,199
C00041,2026-02-01,1,1,79
C00041,2026-03-01,2,1,79
C00041,2026-04-01,3,1,79
C00041,2026-05-01,4,1,79
C00041,2026-06-01,5,1,79
C00041,2026-07-01,6,1,79
C00041,2026-08-01,7,1,79
C00042,2024-01-01,1,1,29
C00042,2024-02-01,2,1,29
C00042,2024-03-01,3,1,29
C00042,2024-04-01,4,1,29
C00042,2024-05-01,5,1,29
C00042,2024-06-01,6,1,29
C00042,2024-07-01,7,1,29
C00043,2025-01-01,1,1,29
C00043,2025-02-01,2,1,29
C00043,2025-03-01,3,1,29
C00043,2025-04-01,4,1,29
C00043,2025-05-01,5,1,29
C00043,2025-06-01,6,1,29
C00043,2025-07-01,7,1,29
C00043,2025-08-01,8,1,29
C00043,2025-09-01,9,1,29
C00043,2025-10-01,10,1,29
C00043,2025-11-01,11,1,29
C00043,2025-12-01,12,1,29
C00043,2026-01-01,13,1,29
C00043,2026-02-01,14,1,29
C00043,2026-03-01,15,1,29
C00043,2026-04-01,16,1,29
C00043,2026-05-01,17,1,29
C00043,2026-06-01,18,1,29
C00043,2026-07-01,19,1,29
C00043,2026-08-01,20,1,29
C00044,2024-05-01,1,1,29
C00044,2024-06-01,2,1,29
C00044,2024-07-01,3,1,29
C00044,2024-08-01,4,1,29
C00044,2024-09-01,5,1,29
C00044,2024-10-01,6,1,29
C00044,2024-11-01,7,1,29
C00044,2024-12-01,8,1,29
C00044,2025-01-01,9,1,29
C00044,2025-02-01,10,1,29
C00044,2025-03-01,11,1,29
C00044,2025-04-01,12,1,29
C00044,2025-05-01,13,1,29
C00044,2025-06-01,14,1,29
C00044,2025-07-01,15,1,29
C00044,2025-08-01,16,1,29
C00044,2025-09-01,17,1,29
C00044,2025-10-01,18,1,29
C00044,2025-11-01,19,1,29
C00044,2025-12-01,20,1,29
C00044,2026-01-01,21,1,29
C00044,2026-02-01,22,1,29
C00044,2026-03-01,23,1,29
C00044,2026-04-01,24,1,29
C00044,2026-05-01,25,1,29
C00044,2026-06-01,26,1,29
C00044,2026-07-01,27,1,29
C00044,2026-08-01,28,1,29
C00045,2026-02-01,1,1,29
C00045,2026-03-01,2,1,29
C00045,2026-04-01,3,1,29
C00045,2026-05-01,4,1,29
C00045,2026-06-01,5,1,29
C00045,2026-07-01,6,1,29
C00045,2026-08-01,7,1,29
C00046,2023-05-01,1,1,29
C00046,2023-06-01,2,1,29
C00046,2023-07-01,3,1,29
C00046,2023-08-01,4,1,29
C00046,2023-09-01,5,1,29
C00046,2023-10-01,6,1,29
C00046,2023-11-01,7,1,29
C00046,2023-12-01,8,1,29
C00046,2024-01-01,9,1,29
C00046,2024-02-01,10,1,29
C00047,2024-01-01,1,1,79
C00047,2024-02-01,2,1,79
C00047,2024-03-01,3,1,79
C00047,2024-04-01,4,1,79
C00047,2024-05-01,5,1,79
C00047,2024-06-01,6,1,79
C00047,2024-07-01,7,1,79
C00047,2024-08-01,8,1,79
C00047,2024-09-01,9,1,79
C00047,2024-10-01,10,1,79
C00047,2024-11-01,11,1,79
C00047,2024-12-01,12,1,79
C00047,2025-01-01,13,1,79
C00047,2025-02-01,14,1,79
C00047,2025-03-01,15,1,79
C00047,2025-04-01,16,1,79
C00047,2025-05-01,17,1,79
C00047,2025-06-01,18,1,79
C00047,2025-07-01,19,1,79
C00047,2025-08-01,20,1,79
C00047,2025-09-01,21,1,79
C00047,2025-10-01,22,1,79
C00047,2025-11-01,23,1,79
C00047,2025-12-01,24,1,79
C00047,2026-01-01,25,1,79
C00047,2026-02-01,26,1,79
C00047,2026-03-01,27,1,79
C00047,2026-04-01,28,1,79
C00047,2026-05-01,29,1,79
C00047,2026-06-01,30,1,79
C00047,2026-07-01,31,1,79
C00047,2026-08-01,32,1,79
C00048,2025-07-01,1,1,29
C00048,2025-08-01,2,1,29
C00048,2025-09-01,3,1,29
C00048,2025-10-01,4,1,29
C00048,2025-11-01,5,1,29
C00048,2025-12-01,6,1,29
C00048,2026-01-01,7,1,29
C00048,2026-02-01,8,1,29
C00048,2026-03-01,9,1,29
C00048,2026-04-01,10,1,29
C00048,2026-05-01,11,1,29
C00048,2026-06-01,12,1,29
C00048,2026-07-01,13,1,29
C00048,2026-08-01,14,1,29
C00049,2023-04-01,1,1,29
C00049,2023-05-01,2,1,29
C00049,2023-06-01,3,1,29
C00049,2023-07-01,4,1,29
C00049,2023-08-01,5,1,29
C00049,2023-09-01,6,1,29
C00049,2023-10-01,7,1,29
C00049,2023-11-01,8,1,29
C00049,2023-12-01,9,1,29
C00049,2024-01-01,10,1,29
C00049,2024-02-01,11,1,29
C00049,2024-03-01,12,1,29
C00049,2024-04-01,13,1,29
C00049,2024-05-01,14,1,29
C00049,2024-06-01,15,1,29
C00049,2024-07-01,16,1,29
C00049,2024-08-01,17,1,29
C00049,2024-09-01,18,1,29
C00049,2024-10-01,19,1,29
C00049,2024-11-01,20,1,29
C00049,2024-12-01,21,1,29
C00049,2025-01-01,22,1,29
C00049,2025-02-01,23,1,29
C00049,2025-03-01,24,1,29
C00049,2025-04-01,25,1,29
C00049,2025-05-01,26,1,29
C00049,2025-06-01,27,1,29
C00049,2025-07-01,28,1,29
C00049,2025-08-01,29,1,29
C00049,2025-09-01,30,1,29
C00049,2025-10-01,31,1,29
C00049,2025-11-01,32,1,29
C00049,2025-12-01,33,1,29
C00049,2026-01-01,34,1,29
C00049,2026-02-01,35,1,29
C00049,2026-03-01,36,1,29
C00049,2026-04-01,37,1,29
C00049,2026-05-01,38,1,29
C00049,2026-06-01,39,1,29
C00049,2026-07-01,40,1,29
C00049,2026-08-01,41,1,29
C00050,2023-11-01,1,1,79
C00050,2023-12-01,2,1,79
C00050,2024-01-01,3,1,79
C00050,2024-02-01,4,1,79
C00050,2024-03-01,5,1,79
C00050,2024-04-01,6,1,79
C00050,2024-05-01,7,1,79
C00050,2024-06-01,8,1,79
C00050,2024-07-01,9,1,79
C00050,2024-08-01,10,1,79
C00050,2024-09-01,11,1,79
C00050,2024-10-01,12,1,79
